userId,movieId,tag,timestamp
45,49,violent,1640361489
25,50,violent,1630256074
32,69,slow,1682142663
2,31,boring,1619493053
2,64,family,1691451716
4,94,violent,1693793669
18,87,confusing,1664794489
30,34,boring,1642813701
2,90,underrated,1694521526
14,73,boring,1676450806
41,61,family,1658874034
31,63,underrated,1600354986
8,59,violent,1694659055
49,70,funny,1630417379
37,80,family,1611134690
19,12,funny,1622026862
12,47,slow,1602297386
47,8,underrated,1634515037
24,72,underrated,1675518424
1,4,overrated,1667626874
3,74,underrated,1661438325
7,76,underrated,1605206155
2,27,overrated,1607341234
8,28,violent,1603462447
17,18,classic,1617119606
16,5,underrated,1694084324
25,99,slow,1651128286
3,80,funny,1698859306
46,24,confusing,1621065145
6,13,classic,1677055586
28,42,slow,1696366895
15,41,underrated,1686938750
30,45,boring,1663994648
18,34,classic,1696984692
27,75,overrated,1608455627
34,25,violent,1650646827
13,99,classic,1666686742
7,22,funny,1678179082
35,18,slow,1621475854
39,83,family,1693433692
23,98,overrated,1676922666
36,58,boring,1642335250
44,20,violent,1617892968
29,11,underrated,1647868821
44,84,underrated,1600662288
41,42,boring,1602841417
33,88,overrated,1668177001
46,82,slow,1667060867
49,45,must-see,1686974040
39,6,family,1631122793
34,71,confusing,1603284879
42,4,family,1682118130
30,15,violent,1676770246
4,78,boring,1628019220
46,58,funny,1659872806
22,8,classic,1626645455
39,59,violent,1683181986
12,76,overrated,1626112088
23,38,violent,1633097063
15,43,overrated,1682552424
7,61,classic,1648386327
17,73,slow,1697508285
47,53,slow,1620959627
43,41,boring,1617993376
39,13,funny,1618222318
30,79,family,1637038546
9,1,violent,1603906379
28,53,boring,1653921317
22,85,funny,1618396202
28,54,underrated,1691097308
18,19,confusing,1648200424
10,55,funny,1624570911
29,15,confusing,1629300610
11,75,underrated,1637944030
42,47,funny,1690962563
45,10,boring,1653759834
29,31,classic,1619960760
47,82,slow,1654001476
33,37,must-see,1633065929
8,43,boring,1696303785
42,33,boring,1639531209
5,93,must-see,1686994073
14,47,underrated,1648577673
48,71,confusing,1661403614
38,51,overrated,1626084857
3,33,must-see,1605200001
23,85,overrated,1623548301
39,37,overrated,1615687203
27,3,confusing,1654054942
17,10,must-see,1683699051
39,99,underrated,1613658348
48,82,confusing,1602172071
8,99,family,1630038871
34,14,family,1657990187
19,39,underrated,1612402757
24,93,slow,1604129817
9,27,violent,1603055140
27,36,underrated,1665044108
16,50,boring,1660406478
17,24,slow,1645731396
8,16,funny,1687809289
37,21,underrated,1612726977
18,74,classic,1623733994
14,75,funny,1691074944
21,100,violent,1627051198
31,12,classic,1686829598
8,51,violent,1665664662
41,61,confusing,1613079672
41,67,classic,1672667657
14,12,underrated,1635724243
21,47,slow,1649539118
9,9,must-see,1651617006
39,91,must-see,1678291957
28,87,funny,1689801086
2,14,confusing,1628681184
41,62,violent,1613288604
42,72,must-see,1632164697
44,66,underrated,1699427790
23,73,underrated,1662723716
1,6,confusing,1683005191
19,70,slow,1690547142
49,7,funny,1617342546
1,13,funny,1641882103
26,71,classic,1654822861
13,19,violent,1678240790
23,6,violent,1654237407
27,11,confusing,1613051673
48,89,family,1684628597
50,4,underrated,1639911567
39,69,classic,1698321137
13,77,classic,1646470378
13,93,family,1638305991
6,76,family,1653964677
17,27,classic,1610623528
50,2,violent,1655214010
5,5,slow,1675281661
29,94,overrated,1624820706
23,2,family,1697449201
3,35,violent,1646049173
21,55,slow,1659772275
33,78,underrated,1618626977
21,32,confusing,1639490103
16,97,violent,1638686091
12,48,classic,1614112060
48,85,classic,1695314778
2,39,must-see,1659758490
13,90,violent,1657069376
8,30,funny,1653679872
47,15,classic,1687259220
1,33,slow,1682344317
47,5,slow,1672317521
38,93,must-see,1680362429
26,58,overrated,1669129783
26,78,slow,1644460919
14,72,classic,1646181485
14,7,overrated,1607796886
8,9,boring,1629279027
6,16,boring,1601381877
33,81,underrated,1669583988
44,75,overrated,1628739274
7,63,underrated,1660971197
38,4,family,1685873429
20,96,family,1695937096
23,24,violent,1663454933
18,46,overrated,1618179300
10,34,must-see,1652261742
44,28,underrated,1682790324
22,59,violent,1606089375
20,52,confusing,1604959059
22,19,slow,1648597958
16,51,violent,1666104702
12,28,boring,1688673808
16,16,boring,1672725146
49,33,funny,1620424368
37,74,violent,1698526028
2,30,slow,1633513735
40,88,overrated,1645845643
44,68,classic,1636106965
23,31,confusing,1642266727
13,23,overrated,1635929761
46,6,overrated,1629434864
23,27,slow,1603928390
